filename,b'A',b'B',b'C',b'D',b'E',b'F',b'G',b'H',b'I',b'J',b'K',b'L',b'M',b'S',b'Z'
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130410v30001.nc,0,0,0,0,0,0,0,0,0,0,592,0,0,0,845
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130621v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130214v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130523v30001.nc,0,0,0,0,0,0,0,0,0,0,379,0,0,0,1053
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130912v30101.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130924v30001.nc,0,0,0,0,0,0,0,0,0,0,283,0,0,0,1157
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130606v30001.nc,0,0,0,0,0,0,0,0,0,0,85,0,0,1,1354
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130504v30001.nc,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1354
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130903v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130830v30001.nc,0,0,0,0,0,0,0,0,0,0,102,0,0,0,1338
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130619v30001.nc,0,0,0,0,0,0,0,0,0,0,592,0,0,8,840
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130223v30001.nc,0,0,0,0,0,0,0,0,0,0,314,0,0,0,1126
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130616v30001.nc,0,0,0,0,0,0,0,0,0,0,120,0,0,3,1317
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130427v30001.nc,0,0,0,0,0,0,0,0,0,0,191,0,0,0,1249
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130428v30001.nc,0,0,0,0,0,0,0,0,0,0,380,0,0,0,1015
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130725v30001.nc,0,0,0,0,0,0,0,0,0,0,706,0,0,0,734
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130913v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20131029v30001.nc,0,0,0,0,0,0,0,0,0,0,441,0,0,2,997
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130417v30001.nc,0,0,0,0,0,0,0,0,0,0,987,0,0,0,453
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130418v30001.nc,0,0,0,0,0,0,0,0,0,0,419,0,0,2,1019
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130524v30001.nc,0,0,0,0,0,0,0,0,0,0,479,0,0,0,959
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130213v30001.nc,0,0,0,0,0,0,0,0,0,0,396,0,0,0,1044
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130626v30001.nc,0,0,0,0,0,0,0,0,0,0,505,0,0,0,935
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130923v30001.nc,0,0,0,0,0,0,0,0,0,0,202,0,0,0,1238
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130705v30001.nc,0,0,0,0,0,0,0,0,0,0,756,0,0,0,684
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130408v30001.nc,0,0,0,0,0,0,0,0,0,0,794,0,0,13,633
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130407v30001.nc,0,0,0,0,0,0,0,0,0,0,195,0,0,3,1242
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20131105v30001.nc,0,0,0,0,0,0,0,0,0,0,525,0,0,0,915
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20131103v30001.nc,0,0,0,0,0,0,0,0,0,0,750,0,0,0,690
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20131030v30001.nc,0,0,0,0,0,0,0,0,0,0,339,0,0,3,1098
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130703v30001.nc,0,0,0,0,0,0,0,0,0,0,944,0,0,1,495
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130522v30001.nc,0,0,0,0,0,0,0,0,0,0,98,0,0,0,1342
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130215v30001.nc,0,0,0,0,0,0,0,0,0,0,220,0,0,4,1216
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130620v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130411v30001.nc,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1424
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130427v30101.nc,0,0,0,0,0,0,0,0,0,0,191,0,0,0,1249
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130925v30001.nc,0,0,0,0,0,0,0,0,0,0,265,0,0,0,1175
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130421v30001.nc,0,0,0,0,0,0,0,0,0,0,229,0,0,0,1211
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130723v30001.nc,0,0,0,0,0,0,0,0,0,0,551,0,0,11,878
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130225v30001.nc,0,0,0,0,0,0,0,0,0,0,383,0,0,0,1057
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130213v30101.nc,0,0,0,0,0,0,0,0,0,0,396,0,0,0,1044
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130826v30001.nc,0,0,0,0,0,0,0,0,0,0,47,0,0,1,1392
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130829v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130915v30001.nc,0,0,0,0,0,0,0,0,0,0,339,0,0,2,1099
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130407v30101.nc,0,0,0,0,0,0,0,0,0,0,195,0,0,3,1242
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130705v30101.nc,0,0,0,0,0,0,0,0,0,0,756,0,0,0,684
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130502v30001.nc,0,0,0,0,0,0,0,0,0,0,256,0,0,3,1181
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130905v30001.nc,0,0,0,0,0,0,0,0,0,0,72,0,0,0,1368
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130212v30001.nc,0,0,0,0,0,0,0,0,0,0,276,0,0,1,1163
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130525v30001.nc,0,0,0,0,0,0,0,0,0,0,204,0,0,0,1236
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130419v30001.nc,0,0,0,0,0,0,0,0,0,0,376,0,0,1,1063
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130416v30001.nc,0,0,0,0,0,0,0,0,0,0,1083,0,0,0,357
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20131028v30001.nc,0,0,0,0,0,0,0,0,0,0,403,0,0,2,289
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130922v30001.nc,0,0,0,0,0,0,0,0,0,0,414,0,0,0,1026
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20131104v30001.nc,0,0,0,0,0,0,0,0,0,0,434,0,0,0,1006
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130406v30001.nc,0,0,0,0,0,0,0,0,0,0,191,0,0,0,1249
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130409v30001.nc,0,0,0,0,0,0,0,0,0,0,1058,0,0,2,377
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130704v30001.nc,0,0,0,0,0,0,0,0,0,0,991,0,0,0,449
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130301v30001.nc,0,0,0,0,0,0,0,0,0,0,110,0,0,0,1330
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130505v30001.nc,0,0,0,0,0,0,0,0,0,0,737,0,0,2,701
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130831v30001.nc,0,0,0,0,0,0,0,0,0,0,164,0,0,0,1276
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130902v30001.nc,0,0,0,0,0,0,0,0,0,0,72,0,0,0,1368
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130724v30001.nc,0,0,0,0,0,0,0,0,0,0,761,0,0,0,679
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130429v30001.nc,0,0,0,0,0,0,0,0,0,0,411,0,0,0,1029
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130426v30001.nc,0,0,0,0,0,0,0,0,0,0,962,0,0,0,478
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130617v30001.nc,0,0,0,0,0,0,0,0,0,0,538,0,0,1,901
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130618v30001.nc,0,0,0,0,0,0,0,0,0,0,739,0,0,1,700
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130222v30001.nc,0,0,0,0,0,0,0,0,0,0,142,0,0,3,1295
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130821v30001.nc,0,0,0,0,0,0,0,0,0,0,179,0,0,0,421
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130912v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130901v30001.nc,0,0,0,0,0,0,0,0,0,0,74,0,0,0,1366
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130302v30001.nc,0,0,0,0,0,0,0,0,0,0,200,0,0,1,1239
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130506v30001.nc,0,0,0,0,0,0,0,0,0,0,318,0,0,0,1122
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130509v30001.nc,0,0,0,0,0,0,0,0,0,0,531,0,0,8,901
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130604v30001.nc,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130822v30001.nc,0,0,0,0,0,0,0,0,0,0,358,0,0,0,1082
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130911v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130727v30001.nc,0,0,0,0,0,0,0,0,0,0,271,0,0,0,1169
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130728v30001.nc,0,0,0,0,0,0,0,0,0,0,255,0,0,4,1181
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130425v30001.nc,0,0,0,0,0,0,0,0,0,0,267,0,0,1,1172
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130519v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130614v30001.nc,0,0,0,0,0,0,0,0,0,0,655,0,0,0,785
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130221v30001.nc,0,0,0,0,0,0,0,0,0,0,58,0,0,0,1382
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130921v30001.nc,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1401
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130624v30001.nc,0,0,0,0,0,0,0,0,0,0,604,0,0,0,836
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130529v30001.nc,0,0,0,0,0,0,0,0,0,0,995,0,0,2,443
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130211v30001.nc,0,0,0,0,0,0,0,0,0,0,22,0,0,0,388
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130526v30001.nc,0,0,0,0,0,0,0,0,0,0,59,0,0,0,778
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130717v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130415v30001.nc,0,0,0,0,0,0,0,0,0,0,680,0,0,1,759
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130718v30001.nc,0,0,0,0,0,0,0,0,0,0,298,0,0,1,1141
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130405v30001.nc,0,0,0,0,0,0,0,0,0,0,237,0,0,0,408
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130708v30001.nc,0,0,0,0,0,0,0,0,0,0,486,0,0,0,954
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130707v30001.nc,0,0,0,0,0,0,0,0,0,0,638,0,0,0,802
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130825v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130916v30001.nc,0,0,0,0,0,0,0,0,0,0,186,0,0,1,1253
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130919v30001.nc,0,0,0,0,0,0,0,0,0,0,207,0,0,1,1232
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130422v30001.nc,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1406
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130720v30001.nc,0,0,0,0,0,0,0,0,0,0,402,0,0,0,1038
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130226v30001.nc,0,0,0,0,0,0,0,0,0,0,169,0,0,0,648
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130613v30001.nc,0,0,0,0,0,0,0,0,0,0,713,0,0,0,727
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130909v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130906v30001.nc,0,0,0,0,0,0,0,0,0,0,148,0,0,0,1292
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130730v30001.nc,0,0,0,0,0,0,0,0,0,0,387,0,0,0,1053
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130709v30101.nc,0,0,0,0,0,0,0,0,0,0,157,0,0,0,1283
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130603v30001.nc,0,0,0,0,0,0,0,0,0,0,1211,0,0,2,227
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130501v30001.nc,0,0,0,0,0,0,0,0,0,0,483,0,0,0,957
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130531v30001.nc,0,0,0,0,0,0,0,0,0,0,1166,0,0,0,274
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130926v30001.nc,0,0,0,0,0,0,0,0,0,0,24,0,0,1,1415
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130929v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130521v30001.nc,0,0,0,0,0,0,0,0,0,0,449,0,0,1,990
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130216v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130623v30001.nc,0,0,0,0,0,0,0,0,0,0,51,0,0,0,1389
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130219v30001.nc,0,0,0,0,0,0,0,0,0,0,884,0,0,0,556
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130412v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130710v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130920v30001.nc,0,0,0,0,0,0,0,0,0,0,160,0,0,3,1277
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130719v30001.nc,0,0,0,0,0,0,0,0,0,0,626,0,0,6,808
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130527v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130528v30001.nc,0,0,0,0,0,0,0,0,0,0,493,0,0,0,947
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130625v30001.nc,0,0,0,0,0,0,0,0,0,0,530,0,0,0,910
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130930v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130706v30001.nc,0,0,0,0,0,0,0,0,0,0,305,0,0,0,1135
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130709v30001.nc,0,0,0,0,0,0,0,0,0,0,157,0,0,0,1283
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20131106v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130605v30001.nc,0,0,0,0,0,0,0,0,0,0,973,0,0,8,459
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130508v30001.nc,0,0,0,0,0,0,0,0,0,0,294,0,0,0,1146
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130507v30001.nc,0,0,0,0,0,0,0,0,0,0,44,0,0,0,1396
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130303v30001.nc,0,0,0,0,0,0,0,0,0,0,202,0,0,1,1237
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130910v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130823v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130220v30001.nc,0,0,0,0,0,0,0,0,0,0,536,0,0,3,901
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130615v30001.nc,0,0,0,0,0,0,0,0,0,0,916,0,0,0,524
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130424v30001.nc,0,0,0,0,0,0,0,0,0,0,44,0,0,0,1396
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130729v30001.nc,0,0,0,0,0,0,0,0,0,0,94,0,0,0,1346
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130726v30001.nc,0,0,0,0,0,0,0,0,0,0,296,0,0,1,1143
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130412v30101.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130414v30002.nc,0,0,0,0,0,0,0,0,0,0,418,0,0,4,1018
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130701v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130530v30001.nc,0,0,0,0,0,0,0,0,0,0,1119,0,0,0,321
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20131101v30001.nc,0,0,0,0,0,0,0,0,0,0,285,0,0,0,1155
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130928v30001.nc,0,0,0,0,0,0,0,0,0,0,99,0,0,0,1341
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130927v30001.nc,0,0,0,0,0,0,0,0,0,0,167,0,0,1,1272
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130711v30001.nc,0,0,0,0,0,0,0,0,0,0,110,0,0,4,1326
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130413v30001.nc,0,0,0,0,0,0,0,0,0,0,1068,0,0,0,372
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130622v30001.nc,0,0,0,0,0,0,0,0,0,0,410,0,0,0,1030
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130218v30001.nc,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130217v30001.nc,0,0,0,0,0,0,0,0,0,0,686,0,0,0,754
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130520v30001.nc,0,0,0,0,0,0,0,0,0,0,123,0,0,0,1317
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130918v30001.nc,0,0,0,0,0,0,0,0,0,0,680,0,0,0,760
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130917v30001.nc,0,0,0,0,0,0,0,0,0,0,108,0,0,0,1332
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130824v30001.nc,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1415
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130125v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130228v30001.nc,0,0,0,0,0,0,0,0,0,0,227,0,0,6,1207
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130612v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130510v30001.nc,0,0,0,0,0,0,0,0,0,0,555,0,0,3,821
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130227v30001.nc,0,0,0,0,0,0,0,0,0,0,108,0,0,0,339
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130721v30001.nc,0,0,0,0,0,0,0,0,0,0,655,0,0,5,780
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130423v30001.nc,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1401
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130907v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130908v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130602v30001.nc,0,0,0,0,0,0,0,0,0,0,956,0,0,0,484
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130304v30001.nc,0,0,0,0,0,0,0,0,0,0,280,0,0,0,1160
/Net/samosproc/data/public/research/WTDL/2013/WTDL_20130731v30001.nc,0,0,0,0,0,0,0,0,0,0,77,0,0,0,1363
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20141007v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20141008v30001.nc,0,0,0,0,0,0,0,0,0,0,125,0,0,0,1315
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140607v30001.nc,0,0,0,0,0,0,0,0,0,0,93,0,0,8,1339
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140608v30001.nc,0,0,0,0,0,0,0,0,0,0,241,0,0,18,1181
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140902v30001.nc,0,0,0,0,0,0,0,0,0,0,617,0,0,0,823
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20141018v30001.nc,0,0,0,0,0,0,0,0,0,0,737,0,0,0,703
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20141017v30001.nc,0,0,0,0,0,0,0,0,0,0,159,0,0,0,1281
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140724v30001.nc,0,0,0,0,0,0,0,0,0,0,877,0,0,4,559
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140618v30001.nc,0,0,0,0,0,0,0,0,0,0,622,0,0,0,818
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140617v30001.nc,0,0,0,0,0,0,0,0,0,0,815,0,0,0,625
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20141124v30001.nc,0,0,0,0,0,0,0,0,0,0,289,0,0,0,1151
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140912v30001.nc,0,0,0,0,0,0,0,0,0,0,787,0,0,0,13
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140628v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20141114v30001.nc,0,0,0,0,0,0,0,0,0,0,87,0,0,0,1353
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140714v30001.nc,0,0,0,0,0,0,0,0,0,0,584,0,0,0,856
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140922v30001.nc,0,0,0,0,0,0,0,0,0,0,154,0,0,0,1286
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140704v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140801v30001.nc,0,0,0,0,0,0,0,0,0,0,261,0,0,1,1178
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20141010v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140723v30001.nc,0,0,0,0,0,0,0,0,0,0,750,0,0,0,690
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140610v30001.nc,0,0,0,0,0,0,0,0,0,0,886,0,0,0,554
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20141123v30001.nc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140829v30001.nc,0,0,0,0,0,0,0,0,0,0,496,0,0,0,944
/Net/samosproc/data/public/research/WTDL/2014/WTDL_20140826v30001.nc,0,0,0,0,0,0,0,0,0,0,295,0,0,0,1145
